TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
24532,Lagunaria patersonii :: Primrose Tree,1395 47th Ave,Sidewalk: Curb side : Cutout,3,3X3,37.76072337,-122.5070915
86500,Tristaniopsis laurina :: Swamp Myrtle,1430 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76072165,-122.4854533
5452,Acacia melanoxylon :: Blackwood Acacia,545 Dolores St,Sidewalk: Curb side : Cutout,28,6X6,37.76071924,-122.4258777
830,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1384 47th Ave,Sidewalk: Curb side : Cutout,3,5.5x6.5,37.76071635,-122.5069447
11569,Arbutus 'Marina' :: Hybrid Strawberry Tree,1391X 44th Ave,Sidewalk: Curb side : Cutout,12,4X4,37.76071453,-122.5038858
93242,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,636 Church St,Sidewalk: Curb side : Cutout,3,3x3,37.76068853,-122.428389
87500,Lophostemon confertus :: Brisbane Box,2289X 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.76068447,-122.3882275
86499,Tristaniopsis laurina :: Swamp Myrtle,1434 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76065438,-122.4854457
86380,Prunus serrulata :: Ornamental Cherry,1435 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76064598,-122.4845203
831,Myoporum laetum :: Myoporum,1388 47th Ave,Sidewalk: Curb side : Cutout,14,5.5x6.5,37.76064513,-122.5069379
11581,Metrosideros excelsa :: New Zealand Xmas Tree,1398X 45th Ave,Sidewalk: Curb side : Cutout,35,3X3,37.76062605,-122.5047871
5453,Liquidambar orientalis :: Oriental Sweet Gum,553 Dolores St,Sidewalk: Curb side : Cutout,30,6X6,37.76061775,-122.4258502
86174,Arbutus 'Marina' :: Hybrid Strawberry Tree,1447 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76058297,-122.4823644
824,Metrosideros excelsa :: New Zealand Xmas Tree,1388 46th Ave,Sidewalk: Curb side : Cutout,60,3X3,37.76057794,-122.5058645
86300,Melaleuca quinquenervia :: Cajeput,1443 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76056823,-122.4834391
86051,Arbutus 'Marina' :: Hybrid Strawberry Tree,1435 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76055259,-122.4866636
11582,Lagunaria patersonii :: Primrose Tree,4000 Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76055019,-122.5050036
832,Lagunaria patersonii :: Primrose Tree,1396 47th Ave,Sidewalk: Curb side : Cutout,3,3X3,37.76054428,-122.5069327
11580,Arbutus 'Marina' :: Hybrid Strawberry Tree,3940 Judah St,Sidewalk: Curb side : Cutout,6,3X3,37.76053579,-122.5042292
23014,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,790 Valencia St,Sidewalk: Curb side : Cutout,12,3X3,37.76053243,-122.421627
11585,Arbutus 'Marina' :: Hybrid Strawberry Tree,4016 Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76053165,-122.5050578
234347,Phoenix canariensis :: Canary Island Date Palm,550x Dolores St,Median : Yard,28,,37.76053066,-122.4259919
11589,Lagunaria patersonii :: Primrose Tree,4050X Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.7605162,-122.5054073
112189,Eucalyptus globulus :: Blue Gum,301x CORBETT AVE,Sidewalk: Property side : Yard,12,3x3,37.76051365,-122.4442175
91666,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,793 South Van Ness Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76051129,-122.4169702
5454,Prunus x yedoensis :: Yoshino Cherry,561 Dolores St,Sidewalk: Curb side : Cutout,3,8,37.76051046,-122.42584
100523,Arbutus 'Marina' :: Hybrid Strawberry Tree,4012 Judah St,Sidewalk: Curb side : Cutout,,3x3,37.76050346,-122.5049999
11595,Metrosideros excelsa :: New Zealand Xmas Tree,4124 Judah St,Sidewalk: Curb side : Cutout,12,3x3,37.7604916,-122.5063781
11599,Arbutus 'Marina' :: Hybrid Strawberry Tree,4136 Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76048236,-122.5066071
835,Lagunaria patersonii :: Primrose Tree,1396X 48th Ave,Sidewalk: Curb side : Cutout,3,3X3,37.76047658,-122.5080012
11602,Lagunaria patersonii :: Primrose Tree,4150 Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76047241,-122.5067926
11606,Lagunaria patersonii :: Primrose Tree,4200x Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76045095,-122.5071358
86141,Arbutus 'Marina' :: Hybrid Strawberry Tree,1454 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76044713,-122.4822069
5455,Magnolia grandiflora :: Southern Magnolia,565 Dolores St,Sidewalk: Curb side : Cutout,30,8,37.76044021,-122.4258288
11577,Metrosideros excelsa :: New Zealand Xmas Tree,3923 Judah St,Sidewalk: Curb side : Cutout,12,3X3,37.76043918,-122.5040384
15449,Washingtonia robusta :: Mexican Fan Palm,2290 Mission St,Sidewalk: Curb side : Cutout,18,4X4,37.76043429,-122.4193425
86381,Prunus serrulata :: Ornamental Cherry,1449 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76043152,-122.4845031
11576,Metrosideros excelsa :: New Zealand Xmas Tree,3923 Judah St,Sidewalk: Curb side : Cutout,10,3X3,37.76040857,-122.504342
86498,Tristaniopsis laurina :: Swamp Myrtle,1446 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76040795,-122.4854277
11605,Cordyline australis :: Dracena Palm,4300 Judah St,Sidewalk: Curb side : Cutout,2,3X3,37.76040652,-122.5082396
11584,Trachycarpus fortunei :: Windmill Palm,4001 Judah St,Sidewalk: Curb side : Cutout,0,3X3,37.7604018,-122.5048841
229177,Lophostemon confertus :: Brisbane Box,789 Valencia St,Sidewalk: Curb side : Cutout,5,Width 3ft,37.76038415,-122.4213511
106081,Tristaniopsis laurina :: Swamp Myrtle,398X KIRKHAM ST,Median : Cutout,3,4x12,37.76038147,-122.4644483
93243,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,656 Church St,Sidewalk: Curb side : Cutout,3,3x3,37.7603786,-122.4283602
11608,Metrosideros excelsa :: New Zealand Xmas Tree,4396 Judah St,Sidewalk: Curb side : Cutout,12,4x4,37.76037558,-122.508916
218620,Tristaniopsis laurina :: Swamp Myrtle,350x Kirkham St,Median : Cutout,2,Width 3ft,37.76036823,-122.4648291
86526,Tristaniopsis laurina :: Swamp Myrtle,1451 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76036738,-122.4855707
18376,Magnolia grandiflora :: Southern Magnolia,714 Potrero Ave,Sidewalk: Curb side : Cutout,6,3X3,37.76036211,-122.4071915
86301,Melaleuca quinquenervia :: Cajeput,1459 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76034579,-122.4834202
86497,Tristaniopsis laurina :: Swamp Myrtle,1450 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76033944,-122.4854258
833,Myoporum laetum :: Myoporum,1400 47th Ave,Sidewalk: Curb side : Cutout,14,3X3,37.76032495,-122.5069089
102740,Lophostemon confertus :: Brisbane Box,797 Valencia St,Sidewalk: Curb side : Cutout,6,3x3,37.76032377,-122.4211205
107933,Tree(s) ::,3098X Market St,Median : Yard,,,37.76031883,-122.4433716
816,Metrosideros excelsa :: New Zealand Xmas Tree,1407 44th Ave,Sidewalk: Curb side : Cutout,40,3X3,37.76031777,-122.5038465
24529,Metrosideros excelsa :: New Zealand Xmas Tree,1401X 47th Ave,Sidewalk: Curb side : Cutout,3,3X3,37.76031729,-122.5070816
10088,Ligustrum japonicum :: Japanese Privet,680 Guerrero St,Sidewalk: Curb side : Cutout,24,3X2,37.76031614,-122.4237987
11594,Metrosideros excelsa :: New Zealand Xmas Tree,4117 Judah St,Sidewalk: Curb side : Cutout,12,3x3,37.76031566,-122.5063684
11597,Metrosideros excelsa :: New Zealand Xmas Tree,4129 Judah St,Sidewalk: Curb side : Cutout,12,3x3,37.76031491,-122.5064767
86382,Prunus serrulata :: Ornamental Cherry,1453 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76031175,-122.4844927
87559,Arbutus 'Marina' :: Hybrid Strawberry Tree,4135 Judah St,Sidewalk: Curb side : Cutout,3,3x3,37.76031018,-122.5066252
229176,Lophostemon confertus :: Brisbane Box,793 Valencia St,Sidewalk: Curb side : Cutout,2,Width 3ft,37.76030806,-122.421348
820,Olea europaea :: Olive Tree,1407 45th Ave,Sidewalk: Curb side : Cutout,3,3X3,37.76030224,-122.5049217
86527,Tristaniopsis laurina :: Swamp Myrtle,1455 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76029703,-122.48557
96500,Pistacia chinensis :: Chinese Pistache,2360X Harrison St,Sidewalk: Curb side : Cutout,,3x3,37.76029053,-122.4132004
11603,Lagunaria patersonii :: Primrose Tree,4245 Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76028714,-122.5074774
91604,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,802 South Van Ness Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76028402,-122.4170873
837,Melaleuca quinquenervia :: Cajeput,4255X Judah St,Sidewalk: Curb side : Cutout,3,3X3,37.76028261,-122.5075798
102741,Lophostemon confertus :: Brisbane Box,789 Valencia St,Sidewalk: Curb side : Cutout,6,3x3,37.76027819,-122.4213892
86496,Tristaniopsis laurina :: Swamp Myrtle,1454 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76027106,-122.4854168
91665,Pyrus calleryana :: Ornamental Pear,805 South Van Ness Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76026159,-122.4169463
229175,Lophostemon confertus :: Brisbane Box,795 Valencia St,Sidewalk: Curb side : Cutout,6,Width 3ft,37.76025139,-122.4213439
86302,Melaleuca quinquenervia :: Cajeput,1463 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76024681,-122.4834104
819,Tristaniopsis laurina :: Swamp Myrtle,1410 45th Ave,Sidewalk: Curb side : Cutout,3,3X3,37.76024079,-122.5047539
421,Geijera parviflora :: Australian Willow,685X Guerrero St,Sidewalk: Curb side : Cutout,12,2X2,37.7602339,-122.4235325
817,Metrosideros excelsa :: New Zealand Xmas Tree,1411 44th Ave,Sidewalk: Curb side : Cutout,30,3X3,37.76021431,-122.5038354
5457,Phoenix canariensis :: Canary Island Date Palm,581 Dolores St,Sidewalk: Curb side : Cutout,5,8,37.76020124,-122.4257971
187630,Melaleuca quinquenervia :: Cajeput,4255x Judah St,Sidewalk: Curb side : Cutout,,3x3,37.7601931,-122.5079014
26186,Ginkgo biloba 'Princeton Sentry' :: Princeton Sentry Maidenhair,538 Castro St,Sidewalk: Curb side : Cutout,2,3X6,37.76018877,-122.4350359
98709,Tristaniopsis laurina :: Swamp Myrtle,900X Kirkham St,Median : Cutout,3,4x5,37.76017685,-122.4703706
18378,Magnolia grandiflora 'Russet' :: Russet Magnolia,732 Potrero Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76017478,-122.407172
21926,Lophostemon confertus :: Brisbane Box,2325 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.76017364,-122.3883266
24510,Myoporum laetum :: Myoporum,1400 48th Ave,Sidewalk: Curb side : Cutout,15,3X3,37.76016473,-122.5079795
86383,Prunus serrulata :: Ornamental Cherry,1465 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76015314,-122.4844827
86303,Melaleuca quinquenervia :: Cajeput,1467 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76014948,-122.4834107
828,Metrosideros excelsa :: New Zealand Xmas Tree,1412 46th Ave,Sidewalk: Curb side : Cutout,40,3X3,37.76011532,-122.5058311
219429,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',900x Kirkham St,Median : Cutout,1,Width 4ft,37.7601133,-122.4704739
91664,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,815 South Van Ness Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76010785,-122.4169316
829,Metrosideros excelsa :: New Zealand Xmas Tree,1417 46th Ave,Sidewalk: Curb side : Cutout,45,3x3,37.76010392,-122.5059822
86304,Melaleuca quinquenervia :: Cajeput,1471 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76010341,-122.4834003
91605,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,814 South Van Ness Ave,Sidewalk: Curb side : Cutout,6,3x3,37.76009953,-122.4170696
86274,Melaleuca quinquenervia :: Cajeput,1470 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76009582,-122.4832569
27301,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,738 Potrero Ave,Sidewalk: Curb side : Cutout,18,2X3,37.76009523,-122.4071623
251250,Prunus amygdalus :: Almond,321X Corbett Ave,Front Yard : Yard,,10x10,37.76009265,-122.444594
238906,Pyrus calleryana :: Ornamental Pear,814 South Van Ness Ave,Sidewalk: Curb side : Cutout,8,Width 3ft,37.76007563,-122.4171213
214857,Tristaniopsis laurina :: Swamp Myrtle,1000x Kirkham St,Median : Cutout,4,Width 4ft,37.76006891,-122.4715406
840,Lagunaria patersonii :: Primrose Tree,1412 48th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76006396,-122.5079622
86022,Pyrus calleryana 'New Bradford' :: New Bradford Pear,1466 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76005773,-122.4864845
91822,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2345 Harrison St,Sidewalk: Curb side : Cutout,3,3x3,37.76003574,-122.412538
5459,Schinus polygamus :: Chilean pepper tree,589 Dolores St,Sidewalk: Curb side : Cutout,90,8X8,37.76003378,-122.4257963
214856,Tristaniopsis laurina :: Swamp Myrtle,1098x Kirkham St,Median : Cutout,3,Width 4ft,37.76003177,-122.4724017
15450,Washingtonia robusta :: Mexican Fan Palm,2301 Mission St,Sidewalk: Curb side : Cutout,12,4x4,37.76003136,-122.4190938
86384,Prunus serrulata :: Ornamental Cherry,1469 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76003104,-122.4844751
86305,Melaleuca quinquenervia :: Cajeput,1475 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.76002743,-122.4834002
18379,Magnolia grandiflora 'Russet' :: Russet Magnolia,744 Potrero Ave,Sidewalk: Curb side : Cutout,3,3X4,37.76001183,-122.4071525
26188,Ginkgo biloba :: Maidenhair Tree,554 Castro St,Sidewalk: Curb side : Cutout,2,4X4,37.76001052,-122.435033
86052,Arbutus 'Marina' :: Hybrid Strawberry Tree,1471 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75996159,-122.486619
85948,Prunus serrulata :: Ornamental Cherry,1478 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75995256,-122.4843191
86528,Tristaniopsis laurina :: Swamp Myrtle,1475 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75993715,-122.4855405
5460,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',595 Dolores St,Sidewalk: Curb side : Cutout,90,3X3,37.75993468,-122.425782
26189,Ginkgo biloba :: Maidenhair Tree,558 Castro St,Sidewalk: Curb side : Cutout,24,4X4,37.75993168,-122.4350128
18380,Ficus nitida :: Laurel Fig,756 Potrero Ave,Sidewalk: Curb side : Cutout,40,3X3,37.75991685,-122.4071446
86306,Melaleuca quinquenervia :: Cajeput,1483 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75991453,-122.4833886
86053,Arbutus 'Marina' :: Hybrid Strawberry Tree,1475 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75991285,-122.4866153
103728,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2335 Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.75991145,-122.4146051
26195,Ginkgo biloba :: Maidenhair Tree,557 Castro St,Sidewalk: Curb side : Cutout,3,3X3,37.7599054,-122.4348018
86054,Arbutus 'Marina' :: Hybrid Strawberry Tree,1479 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75983716,-122.4866133
10089,Geijera parviflora :: Australian Willow,700 Guerrero St,Sidewalk: Curb side : Cutout,80,3X3,37.75983651,-122.423753
87561,Quercus ilex :: Holly Oak,1426 48th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75981211,-122.5079618
86307,Melaleuca quinquenervia :: Cajeput,1491 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75979469,-122.4833825
86055,Arbutus 'Marina' :: Hybrid Strawberry Tree,1483 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75978173,-122.486608
86595,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2154 Bryant St,Sidewalk: Curb side : Cutout,6,3x3,37.75976588,-122.4099823
18381,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,768 Potrero Ave,Sidewalk: Curb side : Cutout,40,3x3,37.7597476,-122.4071305
85947,Prunus serrulata :: Ornamental Cherry,1490 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75974599,-122.4843078
26194,Ligustrum lucidum :: Glossy Privet,573 Castro St,Sidewalk: Curb side : Cutout,12,4x4,37.75974065,-122.4348085
86140,Arbutus 'Marina' :: Hybrid Strawberry Tree,1498 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75972685,-122.482152
85946,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1490 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75970371,-122.4843101
86385,Arbutus 'Marina' :: Hybrid Strawberry Tree,1491 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75969761,-122.4844482
86271,Melaleuca quinquenervia :: Cajeput,1498X 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75968658,-122.4831416
234349,Phoenix canariensis :: Canary Island Date Palm,600x Dolores St,Median : Yard,29,,37.75964862,-122.4259079
86529,Tristaniopsis laurina :: Swamp Myrtle,1495 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75962507,-122.485519
87459,Lophostemon confertus :: Brisbane Box,2366 03rd St,Sidewalk: Curb side : Cutout,12,3x3,37.759602,-122.3886163
15451,Washingtonia robusta :: Mexican Fan Palm,2337 Mission St,Sidewalk: Curb side : Cutout,12,4x4,37.75958198,-122.4190612
28716,Syagrus romanzoffianum :: Queen Palm,588 Castro St,Sidewalk: Curb side : Cutout,3,3X3,37.75949063,-122.4349867
5473,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,601 Dolores St,Sidewalk: Curb side : Cutout,3,4X4,37.75948004,-122.4257456
10095,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',727 Guerrero St,Sidewalk: Curb side : Cutout,3,2X2,37.75944992,-122.4234741
91663,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,859 South Van Ness Ave,Sidewalk: Curb side : Cutout,7,3x3,37.75943141,-122.4168669
86175,Arbutus 'Marina' :: Hybrid Strawberry Tree,1501 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75942896,-122.4822885
86308,Prunus serrulata :: Ornamental Cherry,1503 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75941907,-122.4833521
85871,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2366 Folsom St,Sidewalk: Curb side : Cutout,6,3x3,37.75941794,-122.4148345
86176,Arbutus 'Marina' :: Hybrid Strawberry Tree,1511 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75935786,-122.4822738
86270,Melaleuca quinquenervia :: Cajeput,1506 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75933348,-122.4832053
18409,Magnolia grandiflora :: Southern Magnolia,799X Potrero Ave,Sidewalk: Curb side : Cutout,12,3X3,37.75933308,-122.4068041
10097,Prunus cerasifera :: Cherry Plum,744 Guerrero St,Sidewalk: Curb side : Cutout,30,2X2,37.75929179,-122.4237151
85945,Prunus serrulata :: Ornamental Cherry,1506 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75928608,-122.4842779
96821,Phoenix canariensis :: Canary Island Date Palm,610X Dolores St,Median : Cutout,24,20x225,37.75927246,-122.4260223
18383,Ficus nitida :: Laurel Fig,804 Potrero Ave,Sidewalk: Curb side : Cutout,28,3x3,37.75925788,-122.4070843
21929,Lophostemon confertus :: Brisbane Box,2347 03rd St,Sidewalk: Curb side : Cutout,3,3X3,37.75924644,-122.3879174
25179,Laurus nobilis :: Sweet Bay: Grecian Laurel,3226 Market St,Sidewalk: Curb side : Cutout,6,3X3,37.75921743,-122.4450704
86269,Melaleuca quinquenervia :: Cajeput,1514 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75919223,-122.4831948
91606,Pyrus calleryana :: Ornamental Pear,874 South Van Ness Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75917711,-122.4169814
15454,Washingtonia robusta :: Mexican Fan Palm,2366 Mission St,Sidewalk: Curb side : Cutout,18,4X4,37.75917303,-122.419228
113365,Pinus radiata :: Monterey Pine,376X Crestmont Dr,Front Yard : Yard,35,,37.75916478,-122.4594487
86139,Arbutus 'Marina' :: Hybrid Strawberry Tree,1518 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75916364,-122.4821185
86386,Tristaniopsis laurina :: Swamp Myrtle,1515 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75916215,-122.4844133
4884,Acacia melanoxylon :: Blackwood Acacia,639X Dolores St,Sidewalk: Curb side : Cutout,70,4X4,37.75915412,-122.4257086
20618,Cupressus macrocarpa :: Monterey Cypress,1492X Sunset Blvd,Sidewalk: Curb side : Cutout,42,60,37.75915059,-122.495643
91820,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2395x Harrison St,Sidewalk: Curb side : Cutout,3,3x3,37.75913575,-122.4124429
18385,Ficus nitida :: Laurel Fig,812 Potrero Ave,Sidewalk: Curb side : Cutout,30,16x5,37.75913393,-122.407073
86177,Arbutus 'Marina' :: Hybrid Strawberry Tree,1523 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7591292,-122.4822621
74160,Lophostemon confertus :: Brisbane Box,4235 19th St,Sidewalk: Curb side : Cutout,10,3x3,37.75912822,-122.4363351
228661,Lophostemon confertus :: Brisbane Box,4235 19th St,Sidewalk: Curb side : Cutout,13,Width 3ft,37.75912424,-122.4367039
96209,Callistemon viminalis :: Weeping Bottlebrush,201X Diamond St,Sidewalk: Curb side : Cutout,3,4x4,37.75911346,-122.4369648
86138,Arbutus 'Marina' :: Hybrid Strawberry Tree,1522 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75909298,-122.4821149
86021,Arbutus 'Marina' :: Hybrid Strawberry Tree,1514 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75908895,-122.4864163
15453,Washingtonia robusta :: Mexican Fan Palm,2365 Mission St,Sidewalk: Curb side : Cutout,12,4X4,37.7590664,-122.4190007
2307,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2201 Bryant St,Sidewalk: Curb side : Cutout,12,3x3,37.75905988,-122.4096222
91607,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,882 South Van Ness Ave,Sidewalk: Curb side : Cutout,8,3x3,37.75905412,-122.4169696
86310,Melaleuca quinquenervia :: Cajeput,1523 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75904585,-122.4833303
86178,Arbutus 'Marina' :: Hybrid Strawberry Tree,1531 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75900014,-122.4822487
23021,Lophostemon confertus :: Brisbane Box,873 Valencia St,Sidewalk: Curb side : Cutout,20,3X3,37.75898606,-122.4212231
86311,Melaleuca quinquenervia :: Cajeput,1527 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75896728,-122.4833215
86056,Arbutus 'Marina' :: Hybrid Strawberry Tree,1523 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75895409,-122.4865495
20680,Metrosideros excelsa :: New Zealand Xmas Tree,1503X Sunset Blvd,Sidewalk: Curb side : Cutout,12,10,37.75893166,-122.4955965
20647,Pinus Spp :: Pine Spp,1501X Sunset Blvd,Sidewalk: Curb side : Cutout,3,60,37.75891826,-122.4955876
20641,Metrosideros excelsa :: New Zealand Xmas Tree,1500X Sunset Blvd,Sidewalk: Curb side : Cutout,3,10,37.7589162,-122.4956347
15456,Washingtonia robusta :: Mexican Fan Palm,2389 Mission St,Sidewalk: Curb side : Cutout,18,4x4,37.75891246,-122.4189888
85944,Prunus serrulata :: Ornamental Cherry,1530 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7589103,-122.4842494
21946,Lophostemon confertus :: Brisbane Box,2430 03rd St,Sidewalk: Curb side : Cutout,3,3X3,37.75889493,-122.3885548
2309,Liquidambar styraciflua :: American Sweet Gum,2213 Bryant St,Sidewalk: Curb side : Cutout,12,3X3,37.75887219,-122.4096056
234354,Phoenix canariensis :: Canary Island Date Palm,650x Dolores St,Median : Yard,23,,37.75886073,-122.4258269
91661,Lophostemon confertus :: Brisbane Box,899X South Van Ness Ave,Sidewalk: Curb side : Cutout,16,3x3,37.75881646,-122.4168081
86530,Tristaniopsis laurina :: Swamp Myrtle,1531 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75880719,-122.4854658
96826,Phoenix canariensis :: Canary Island Date Palm,650X Dolores St,Median : Cutout,24,20x225,37.75879771,-122.4259768
21947,Lophostemon confertus :: Brisbane Box,2435 03rd St,Sidewalk: Curb side : Cutout,12,3X3,37.75879216,-122.3882803
18386,Jacaranda mimosifolia :: Jacaranda,816 Potrero Ave,Sidewalk: Curb side : Cutout,12,3X3,37.75877114,-122.4070314
85943,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1538 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75876867,-122.4842445
86495,Prunus serrulata :: Ornamental Cherry,1534 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75876796,-122.4853096
2310,Liquidambar styraciflua :: American Sweet Gum,2227 Bryant St,Sidewalk: Curb side : Cutout,12,3x3,37.75876638,-122.409589
21950,Lophostemon confertus :: Brisbane Box,2440 03rd St,Sidewalk: Curb side : Cutout,3,3X3,37.75876437,-122.388552
85942,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1542 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75869712,-122.4842395
86388,Prunus serrulata :: Ornamental Cherry,1543 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7586939,-122.4843812
86531,Tristaniopsis laurina :: Swamp Myrtle,1539 27th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75867702,-122.4854548
5477,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,655 Dolores St,Sidewalk: Curb side : Cutout,3,3X3,37.75865419,-122.425659
10106,Prunus cerasifera :: Cherry Plum,785 Guerrero St,Sidewalk: Curb side : Cutout,12,2X2,37.75864284,-122.4234009
18387,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',844 Potrero Ave,Sidewalk: Curb side : Cutout,24,3x3,37.75864217,-122.4070044
86020,Arbutus 'Marina' :: Hybrid Strawberry Tree,1538 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75862306,-122.4863857
85941,Prunus serrulata :: Ornamental Cherry,1546 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.75861577,-122.4842297
