TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
119817,Ulmus parvifolia :: Chinese Elm,302x Octavia St Frontage East,Median : Cutout,,,47.27021881,-138.279316
119781,Ulmus parvifolia :: Chinese Elm,202x Octavia St Frontage East,Median : Cutout,,,47.27017216,-138.2806815
119708,Ulmus parvifolia :: Chinese Elm,102x Octavia St Frontage East,Median : Cutout,,,47.2701255,-138.282047
119675,Ulmus parvifolia :: Chinese Elm,2x Octavia St Frontage East,Median : Cutout,,,47.27008333,-138.283252
119828,Ulmus parvifolia :: Chinese Elm,301x Octavia St,Median : Cutout,,,47.27004703,-138.2793038
119793,Ulmus parvifolia :: Chinese Elm,201x Octavia St,Median : Cutout,,,47.26999691,-138.2807169
119683,Populus nigra 'Italica' :: Lombardy Poplar,4x Octavia St,Median : Cutout,,,47.26998737,-138.2836697
119766,Populus nigra 'Italica' :: Lombardy Poplar,204x Octavia St,Median : Cutout,,,47.26998737,-138.2836697
119721,Populus nigra 'Italica' :: Lombardy Poplar,104x Octavia St,Median : Cutout,,,47.26998737,-138.2836697
119736,Ulmus parvifolia :: Chinese Elm,101x Octavia St,Median : Cutout,,,47.26995107,-138.2820341
119699,Phoenix canariensis :: Canary Island Date Palm,6x Octavia St Frontage West,Median : Cutout,,,47.26989081,-138.2838607
23587,Schinus terebinthifolius :: Brazilian Pepper,3251X Van Ness Ave,Sidewalk: Curb side : Cutout,24,3X3,37.80668,-122.4258551
20260,Acacia longifolia :: Golden Wattle,2210 Stockton St,Sidewalk: Curb side : Cutout,2,4x3,37.80652,-122.4102532
20270,Acacia longifolia :: Golden Wattle,2290 Stockton St,Sidewalk: Curb side : Cutout,2,4x3,37.80651643,-122.4102139
11179,Ceratonia siliqua :: Carob,2750X Hyde St,Sidewalk: Curb side : Cutout,36,3x3,37.80641843,-122.4204347
29773,Lophostemon confertus :: Brisbane Box,1323 Columbus Ave,Sidewalk: Curb side : Cutout,8,3x3,37.80637005,-122.4191151
11182,Metrosideros excelsa :: New Zealand Xmas Tree,2765 Hyde St,Sidewalk: Curb side : Cutout,18,3X3,37.80631286,-122.4205774
11178,Olea europaea :: Olive Tree,2741 Hyde St,Sidewalk: Curb side : Cutout,40,3X3,37.8062915,-122.4205607
21792,Ceratonia siliqua :: Carob,2598 Taylor St,Sidewalk: Curb side : Cutout,12,4X4,37.80605184,-122.4150744
11170,Olea europaea :: Olive Tree,2706 Hyde St,Sidewalk: Curb side : Cutout,36,3X3,37.80592139,-122.4203247
11174,Olea europaea :: Olive Tree,2721 Hyde St,Sidewalk: Curb side : Cutout,36,3X3,37.80591719,-122.4204968
88132,Corymbia ficifolia :: Red Flowering Gum,1288 Columbus Ave,Sidewalk: Curb side : Cutout,20,,37.80590655,-122.4182009
11169,Olea europaea :: Olive Tree,2700 Hyde St,Sidewalk: Curb side : Cutout,36,3X3,37.80585563,-122.4203144
21785,Ceratonia siliqua :: Carob,2585 Taylor St,Sidewalk: Curb side : Cutout,12,4X4,37.80583174,-122.4160285
4753,Ficus nitida :: Laurel Fig,1250 Columbus Ave,Sidewalk: Curb side : Cutout,80,4X4,37.80576503,-122.4175579
21781,Ceratonia siliqua :: Carob,2550X Taylor St,Sidewalk: Curb side : Cutout,3,4x4,37.80568086,-122.4149975
132106,Phoenix canariensis :: Canary Island Date Palm,1500x The Embarcadero,Median : Yard,20,Width 10ft,37.80554358,-122.4038635
11168,Olea europaea :: Olive Tree,2666 Hyde St,Sidewalk: Curb side : Cutout,11,3X3,37.80549635,-122.4202354
21776,Ceratonia siliqua :: Carob,2500X Taylor St,Sidewalk: Curb side : Cutout,12,3X3,37.80545598,-122.4151618
24310,Platanus x hispanica :: Sycamore: London Plane,2639 Hyde St,Sidewalk: Curb side : Cutout,40,,37.80536463,-122.4203845
11162,Olea europaea :: Olive Tree,2640 Hyde St,Sidewalk: Curb side : Cutout,12,3X3,37.80531729,-122.4201986
11161,Olea europaea :: Olive Tree,2638 Hyde St,Sidewalk: Curb side : Cutout,30,3X3,37.80530365,-122.4201958
23585,Acacia melanoxylon :: Blackwood Acacia,3205X Van Ness Ave,Sidewalk: Curb side : Cutout,24,3X3,37.80529056,-122.4254293
99261,Metrosideros excelsa :: New Zealand Xmas Tree,3099X Polk St,Sidewalk: Property side : Cutout,12,3x6,37.80525032,-122.4237177
88451,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3200X Van Ness Ave,Median : Cutout,3,5x12,37.8052099,-122.4252945
11159,Olea europaea :: Olive Tree,2627 Hyde St,Sidewalk: Curb side : Cutout,24,3X3,37.80519015,-122.4203282
21768,Magnolia grandiflora :: Southern Magnolia,2495X Taylor St,Sidewalk: Curb side : Cutout,6,3X3,37.80516752,-122.4152787
23584,Lophostemon confertus :: Brisbane Box,3201X Van Ness Ave,Sidewalk: Curb side : Cutout,18,3X3,37.80516484,-122.4254038
11155,Olea europaea :: Olive Tree,2615 Hyde St,Sidewalk: Curb side : Cutout,30,3X3,37.80506704,-122.4203178
98563,Prunus cerasifera :: Cherry Plum,301X Francisco St,Sidewalk: Curb side : Cutout,,3x3,37.80504248,-122.4101247
4744,Lophostemon confertus :: Brisbane Box,1196 Columbus Ave,Sidewalk: Curb side : Cutout,50,3X3,37.80501027,-122.4166033
4730,Liquidambar styraciflua :: American Sweet Gum,1175X Columbus Ave,Median : Cutout,100,3x3,37.80492699,-122.4168718
26538,Acacia melanoxylon :: Blackwood Acacia,500 Francisco St,Sidewalk: Curb side : Cutout,18,4X4,37.80473048,-122.4135362
26540,Tristania conferta ::,530 Francisco St,Sidewalk: Curb side : Cutout,12,4X4,37.80469693,-122.4138669
4737,Pittosporum undulatum :: Victorian Box,1120 Columbus Ave,Sidewalk: Curb side : Cutout,8,3X3,37.8046954,-122.4162383
27383,Olea europaea :: Olive Tree,2560 Hyde St,Sidewalk: Curb side : Cutout,13,3X3,37.8046399,-122.4200606
142715,Pittosporum undulatum :: Victorian Box,1120 Columbus Ave,Sidewalk: Curb side : Cutout,7,Width 0ft,37.80461172,-122.4162467
26546,Geijera parviflora :: Australian Willow,570 Francisco St,Sidewalk: Curb side : Cutout,6,4X4,37.8046059,-122.4145553
100980,Prunus serrulata 'Royal Burgundy' :: Royal Burgundy Flowering Cherry Tree,2190 Powell St,Sidewalk: Curb side : Cutout,3,3x3,37.80453191,-122.4108826
142721,Liquidambar styraciflua :: American Sweet Gum,1100x COLUMBUS AVE,Median : Cutout,17,Width 0ft,37.80453092,-122.4162814
21758,Magnolia grandiflora :: Southern Magnolia,2400X Taylor St,Sidewalk: Curb side : Cutout,12,3X3,37.8045143,-122.4149714
132103,Phoenix canariensis :: Canary Island Date Palm,1400x The Embarcadero,Median : Yard,18,Width 10ft,37.80449281,-122.4023747
29768,Geijera parviflora :: Australian Willow,640 Francisco St,Sidewalk: Curb side : Cutout,6,6x6,37.80447477,-122.4155619
7695,Magnolia grandiflora :: Southern Magnolia,593 Francisco St,Sidewalk: Curb side : Cutout,15,3X3,37.8044309,-122.414897
17002,Tristaniopsis laurina :: Swamp Myrtle,2028 Jefferson St,Sidewalk: Curb side : Cutout,18,3X3,37.80441832,-122.4460352
97722,Ficus microcarpa :: Chinese Banyan,1000X Bay St,Sidewalk: Property side : Cutout,14,7x57,37.804403,-122.4235265
11016,Pyrus calleryana :: Ornamental Pear,2540 Hyde St,Sidewalk: Curb side : Cutout,30,2X3,37.8043489,-122.4200058
12979,Platanus x hispanica :: Sycamore: London Plane,301 Lombard St,Sidewalk: Curb side : Cutout,24,6x6,37.80424397,-122.4055041
33101,Pittosporum undulatum :: Victorian Box,450X Chestnut St,Sidewalk: Curb side : Cutout,14,,37.80413575,-122.410721
23578,Pinus Spp :: Pine Spp,3100X Van Ness Ave,Median : Cutout,24,9,37.80413506,-122.425016
23575,Acacia melanoxylon :: Blackwood Acacia,3100X Van Ness Ave,Sidewalk: Curb side : Cutout,24,3x3,37.80413506,-122.425016
95366,Acacia melanoxylon :: Blackwood Acacia,3101X Van Ness Ave,Sidewalk: Curb side : Cutout,14,3x3,37.80412291,-122.425183
4726,Ficus retusa nitida :: Banyan Fig,1075 Columbus Ave,Sidewalk: Curb side : Cutout,9,,37.80399662,-122.4156717
4711,Magnolia grandiflora :: Southern Magnolia,1000 Taylor St,Sidewalk: Curb side : Cutout,4,3X3,37.80392032,-122.4150169
4714,Liquidambar styraciflua :: American Sweet Gum,1000X Columbus Ave,Median : Cutout,80,3,37.80380767,-122.4152423
23574,Acacia melanoxylon :: Blackwood Acacia,3035 Van Ness Ave,Sidewalk: Curb side : Cutout,30,3x3,37.80370341,-122.4251959
12995,Ficus nitida :: Laurel Fig,336 Lombard St,Sidewalk: Curb side : Cutout,90,3X3,37.80366046,-122.4071821
12986,Ficus nitida :: Laurel Fig,312 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80365407,-122.4068692
12988,Olea europaea 'Fruitless' :: Fruitless Olive,324 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80364213,-122.4070163
13018,Pittosporum undulatum :: Victorian Box,418 Lombard St,Sidewalk: Curb side : Cutout,80,4x4,37.80359822,-122.4085855
13031,Ligustrum lucidum :: Glossy Privet,462 Lombard St,Sidewalk: Curb side : Cutout,10,3X3,37.8035933,-122.4091759
13000,Platanus x hispanica :: Sycamore: London Plane,352 Lombard St,Sidewalk: Curb side : Cutout,26,3X3,37.80358946,-122.4074072
11134,Olea europaea :: Olive Tree,2454 Hyde St,Sidewalk: Curb side : Cutout,45,3X3,37.80358402,-122.4198506
1760,Ficus nitida :: Laurel Fig,3041X Van Ness Ave,Sidewalk: Curb side : Cutout,24,4x4,37.80356499,-122.4251845
13012,Ficus nitida :: Laurel Fig,400 Lombard St,Sidewalk: Curb side : Cutout,125,3X3,37.80355859,-122.4082879
13004,Olea europaea 'Fruitless' :: Fruitless Olive,368 Lombard St,Sidewalk: Curb side : Cutout,3,4X4,37.80355227,-122.4076594
13009,Olea europaea 'Fruitless' :: Fruitless Olive,378 Lombard St,Sidewalk: Curb side : Cutout,3,4X4,37.80353699,-122.4077396
13010,Olea europaea 'Fruitless' :: Fruitless Olive,396 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80353494,-122.4078666
12994,Platanus x hispanica :: Sycamore: London Plane,333 Lombard St,Sidewalk: Curb side : Cutout,18,3X3,37.8035079,-122.4070915
143018,Ficus retusa nitida :: Banyan Fig,404 LOMBARD ST,Sidewalk: Curb side : Cutout,20,Width 0ft,37.8034816,-122.4082643
23572,Acacia melanoxylon :: Blackwood Acacia,3015 Van Ness Ave,Sidewalk: Curb side : Cutout,35,3x3,37.80346567,-122.4251273
82000,Metrosideros excelsa :: New Zealand Xmas Tree,1150 Francisco St,Sidewalk: Curb side : Cutout,6,3x3,37.8034571,-122.4235082
12999,Olea europaea 'Fruitless' :: Fruitless Olive,349 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80345698,-122.407373
13014,Olea europaea 'Fruitless' :: Fruitless Olive,412 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80345561,-122.4084157
13002,Liquidambar styraciflua :: American Sweet Gum,359 Lombard St,Sidewalk: Curb side : Cutout,8,3X3,37.80345213,-122.4074878
172952,Acacia melanoxylon :: Blackwood Acacia,3000X Van Ness Ave,Sidewalk: Curb side : Cutout,0,Width 3ft,37.80344255,-122.4249873
13019,Olea europaea :: Olive Tree,426 Lombard St,Sidewalk: Curb side : Cutout,3,4X4,37.8034336,-122.408624
13007,Ficus nitida :: Laurel Fig,373 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80340551,-122.4077807
11132,Olea europaea :: Olive Tree,2425 Hyde St,Sidewalk: Curb side : Cutout,12,3X3,37.80339765,-122.4199807
13005,Ficus nitida :: Laurel Fig,383 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80338562,-122.4079932
76212,Lophostemon confertus :: Brisbane Box,2999X Polk St,Sidewalk: Curb side : Cutout,6,3x3,37.8033776,-122.4241268
13033,Lagerstroemia indica :: Crape Myrtle,468 Lombard St,Sidewalk: Curb side : Cutout,11,3X3,37.80336352,-122.4092575
4378,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2425X Hyde St,Sidewalk: Curb side : Cutout,45,3X3,37.80335732,-122.4200058
13034,Olea europaea 'Fruitless' :: Fruitless Olive,490 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80332381,-122.4094691
132082,Phoenix canariensis :: Canary Island Date Palm,1200x The Embarcadero,Median : Yard,21,Width 10ft,37.80332033,-122.4013778
20259,Olea europaea :: Olive Tree,500X Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80330232,-122.4097806
13024,Olea europaea 'Fruitless' :: Fruitless Olive,445 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80329398,-122.408858
13049,Magnolia doltsopa 'Silvercloud' :: Silvercloud Magnolia,544 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80327703,-122.4105397
4707,Lophostemon confertus :: Brisbane Box,968 Columbus Ave,Sidewalk: Curb side : Cutout,3,5x5,37.80323563,-122.4142547
13044,Olea europaea :: Olive Tree,532 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.8032231,-122.4103322
13046,Ficus nitida :: Laurel Fig,534 Lombard St,Sidewalk: Curb side : Cutout,18,5x3,37.80320723,-122.4104133
23568,Acacia melanoxylon :: Blackwood Acacia,3000X Van Ness Ave,Sidewalk: Curb side : Cutout,30,3X3,37.80319782,-122.4248247
13066,Acacia melanoxylon :: Blackwood Acacia,604 Lombard St,Sidewalk: Curb side : Cutout,30,2X2,37.80315539,-122.4116574
13054,Ficus nitida :: Laurel Fig,562 Lombard St,Sidewalk: Curb side : Cutout,32,3x3,37.80314451,-122.4108314
13053,Olea europaea :: Olive Tree,551 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80308501,-122.410576
49668,Lophostemon confertus :: Brisbane Box,2099X Beach St,Sidewalk: Curb side : Cutout,,,37.80308125,-122.4433847
4703,Lophostemon confertus :: Brisbane Box,930 Columbus Ave,Sidewalk: Curb side : Cutout,36,5x6,37.80307093,-122.4140102
13056,Olea europaea :: Olive Tree,567 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80304695,-122.4108457
23567,Platanus x hispanica :: Sycamore: London Plane,2975 Van Ness Ave,Sidewalk: Curb side : Cutout,3,3X3,37.80304673,-122.4250636
13070,Olea europaea :: Olive Tree,630 Lombard St,Sidewalk: Curb side : Cutout,22,3x3,37.80303259,-122.4119031
13058,Magnolia grandiflora :: Southern Magnolia,583 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80300529,-122.4111976
13083,Olea europaea 'Fruitless' :: Fruitless Olive,660 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80297948,-122.4123087
85479,Platanus x hispanica :: Sycamore: London Plane,2400X Hyde St,Sidewalk: Curb side : Cutout,18,3x3,37.80296448,-122.4197348
49666,Lophostemon confertus :: Brisbane Box,3630 Divisadero St,Sidewalk: Curb side : Cutout,6,,37.80295437,-122.4433619
13085,Olea europaea :: Olive Tree,670 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80294728,-122.4125451
4702,Ficus retusa nitida :: Banyan Fig,900 Columbus Ave,Sidewalk: Curb side : Cutout,30,3X3,37.80294555,-122.4138369
143034,Ficus retusa nitida :: Banyan Fig,670 LOMBARD ST,Sidewalk: Curb side : Cutout,25,Width 0ft,37.80293747,-122.4125511
13086,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,710 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80291245,-122.4132423
23564,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2945 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3x3,37.80281286,-122.424996
27400,Platanus x hispanica :: Sycamore: London Plane,2380 Hyde St,Sidewalk: Curb side : Cutout,45,3,37.80274825,-122.4196746
27402,Platanus x hispanica :: Sycamore: London Plane,2390 Hyde St,Sidewalk: Curb side : Cutout,24,3,37.80269,-122.4196692
98660,Ficus nitida :: Laurel Fig,701X Lombard St,Sidewalk: Curb side : Cutout,24,3x3,37.80267624,-122.4132442
23562,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2935 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3x3,37.8026603,-122.4249666
4694,Ginkgo biloba :: Maidenhair Tree,850X Columbus Ave,Sidewalk: Curb side : Cutout,3,4x8,37.80258385,-122.4132485
29910,Ficus nitida :: Laurel Fig,791x Lombard St,Sidewalk: Curb side : Cutout,12,,37.80257004,-122.4145139
4701,Ficus nitida :: Laurel Fig,841 Columbus Ave,Sidewalk: Curb side : Cutout,24,3X3,37.80250351,-122.4131746
23551,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,2900X Van Ness Ave,Median : Cutout,30,,37.80246272,-122.4247665
23560,Acacia melanoxylon :: Blackwood Acacia,2909 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3x3,37.80240806,-122.4251147
251399,Ficus microcarpa :: Chinese Banyan,841 Columbus Ave,Sidewalk: Curb side : Cutout,,3x3,37.80237373,-122.4132889
105654,Magnolia grandiflora :: Southern Magnolia,901X Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80230606,-122.4171453
4700,Lophostemon confertus :: Brisbane Box,805 Columbus Ave,Sidewalk: Curb side : Cutout,12,3X3,37.80222563,-122.4133477
27395,Platanus x hispanica :: Sycamore: London Plane,2300X Hyde St,Sidewalk: Curb side : Cutout,70,3,37.80203339,-122.419534
23550,Platanus x hispanica :: Sycamore: London Plane,2855 Van Ness Ave,Sidewalk: Curb side : Cutout,3,3X3,37.80202607,-122.4248549
16368,Pinus pinea :: Italian Stone Pine,1400X Montgomery St,Median : Cutout,26,8,37.802,-122.4045281
126624,Ficus microcarpa :: Chinese Banyan,801x Greenwich St,Median : Yard,21,Width 10ft,37.80192653,-122.4127968
14410,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2001X Mason St,Sidewalk: Curb side : Cutout,6,3X3,37.80191375,-122.4129407
95263,Platanus x hispanica :: Sycamore: London Plane,2245 Jones St,Sidewalk: Property side : Cutout,,,37.80189968,-122.4165966
27394,Metrosideros excelsa :: New Zealand Xmas Tree,2264 Hyde St,Sidewalk: Curb side : Cutout,45,3X3,37.80186576,-122.4195125
23549,Platanus x hispanica :: Sycamore: London Plane,2835 Van Ness Ave,Sidewalk: Curb side : Cutout,3,3x3,37.80185958,-122.4248245
117286,Ficus nitida :: Laurel Fig,3500 FILLMORE ST,Sidewalk: Curb side : Cutout,,3x3,37.80182556,-122.4354813
27393,Ligustrum japonicum :: Japanese Privet,2256 Hyde St,Sidewalk: Curb side : Cutout,24,3X3,37.80179656,-122.4194954
23548,Acacia melanoxylon :: Blackwood Acacia,2822 Van Ness Ave,Sidewalk: Curb side : Cutout,35,4X4,37.80175119,-122.4244521
4686,Ficus nitida :: Laurel Fig,722 Columbus Ave,Sidewalk: Curb side : Cutout,24,4x4,37.80173763,-122.411857
27391,Ligustrum japonicum :: Japanese Privet,2250 Hyde St,Sidewalk: Curb side : Cutout,12,3X3,37.80169306,-122.4194683
4690,Lophostemon confertus :: Brisbane Box,759 Columbus Ave,Sidewalk: Curb side : Cutout,3,4x6,37.80167221,-122.4123289
4684,Ficus retusa nitida :: Banyan Fig,722 Columbus Ave,Sidewalk: Curb side : Cutout,24,3x3,37.80162653,-122.4119385
27389,Ligustrum lucidum :: Glossy Privet,2240 Hyde St,Sidewalk: Curb side : Cutout,24,3X3,37.80157323,-122.4194448
23547,Acacia melanoxylon :: Blackwood Acacia,2806 Van Ness Ave,Sidewalk: Curb side : Cutout,35,4X4,37.80157112,-122.4244288
23546,Ficus microcarpa :: Chinese Banyan,2805 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3X3,37.80155523,-122.4247598
23543,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,2800X Van Ness Ave,Median : Cutout,35,9,37.80151124,-122.4245817
27386,Ligustrum japonicum :: Japanese Privet,2222 Hyde St,Sidewalk: Curb side : Cutout,30,3X3,37.80136059,-122.4194043
103698,Palm (unknown Genus) :: Palm Spp,1306 Montgomery St,Median :,24,,37.80131104,-122.4044886
13093,Ficus retusa nitida :: Banyan Fig,1450 Lombard St,Sidewalk: Curb side : Cutout,70,3X3,37.80130034,-122.4255022
4674,Liquidambar styraciflua :: American Sweet Gum,700X Columbus Ave,Median : Cutout,15,3x4,37.80129682,-122.4116223
4683,Ficus nitida :: Laurel Fig,707 Columbus Ave,Sidewalk: Curb side : Cutout,24,3x3,37.80124909,-122.4117798
27384,Tree(s) ::,2200 Hyde St,Sidewalk: Curb side : Cutout,3,3X3,37.80119183,-122.4193687
13102,Lophostemon confertus :: Brisbane Box,1506 Lombard St,Sidewalk: Curb side : Cutout,3,4X4,37.80117928,-122.4264707
13104,Ficus retusa nitida :: Banyan Fig,1530 Lombard St,Sidewalk: Curb side : Cutout,90,3X3,37.80114293,-122.4267242
98622,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3500X Fillmore St,Sidewalk: Curb side : Cutout,12,6x6,37.80113125,-122.4362097
23521,Platanus x hispanica :: Sycamore: London Plane,2775 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3X3,37.80109224,-122.4246702
13091,Lophostemon confertus :: Brisbane Box,1439X Lombard St,Sidewalk: Curb side : Cutout,3,4x5,37.80109141,-122.4251611
107481,Phoenix dactylifera :: Date Palm,1300x Montgomery St,Median : Cutout,,,37.80105403,-122.4043803
18523,Magnolia grandiflora :: Southern Magnolia,1751X Powell St,Sidewalk: Curb side : Cutout,18,4X4,37.80105039,-122.4110385
13096,Lophostemon confertus :: Brisbane Box,1475 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80101975,-122.4259821
122848,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3200X Lyon St,Median : Cutout,16,3x3,37.8010192,-122.4477358
106011,Lophostemon confertus :: Brisbane Box,1475X LOMBARD ST,Sidewalk: Curb side : Cutout,2,3x3,37.80097133,-122.4258301
13117,Lophostemon confertus :: Brisbane Box,1626 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80092973,-122.4284341
23525,Platanus x hispanica :: Sycamore: London Plane,2750 Van Ness Ave,Sidewalk: Curb side : Cutout,18,3X3,37.80092131,-122.4242988
112106,Ficus nitida :: Laurel Fig,699x COLUMBUS AVE,Sidewalk: Curb side : Cutout,10,3x3,37.80088659,-122.411369
4672,Ficus nitida :: Laurel Fig,659 Columbus Ave,Sidewalk: Curb side : Cutout,60,3X3,37.8008465,-122.4110523
13125,Ficus retusa nitida :: Banyan Fig,1688 Lombard St,Sidewalk: Curb side : Cutout,25,3X3,37.80083378,-122.4292349
13128,Tristania conferta ::,1714 Lombard St,Sidewalk: Curb side : Cutout,40,3X3,37.80073744,-122.4298507
143115,Prunus serrulata :: Ornamental Cherry,1635 LOMBARD ST,Sidewalk: Curb side : Cutout,8,Width 0ft,37.80071726,-122.428459
11124,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2115 Hyde St,Sidewalk: Curb side : Cutout,3,3X3,37.80071079,-122.4194454
13118,Prunus serrulata :: Ornamental Cherry,1633 Lombard St,Sidewalk: Curb side : Cutout,24,3X3,37.80068729,-122.4283464
13141,Tristania conferta ::,1790 Lombard St,Sidewalk: Curb side : Cutout,30,3X3,37.80063271,-122.4307385
143116,Acacia melanoxylon :: Blackwood Acacia,1675X Lombard St,Sidewalk: Curb side : Cutout,24,Width 0ft,37.80062302,-122.4292337
17197,Acacia melanoxylon :: Blackwood Acacia,1675X Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80060084,-122.4290277
23518,Acacia melanoxylon :: Blackwood Acacia,2701 Van Ness Ave,Sidewalk: Curb side : Cutout,20,3X3,37.80058625,-122.4245574
18693,Acacia melanoxylon :: Blackwood Acacia,230X Richardson Ave,Sidewalk: Curb side : Cutout,36,3X3,37.8005856,-122.4472252
13123,Persea borbonia :: False Avocado,1671 Lombard St,Sidewalk: Curb side : Cutout,100,3X3,37.80058502,-122.4288737
18689,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',210 Richardson Ave,Sidewalk: Curb side : Cutout,12,3x3,37.80056078,-122.4471658
13143,Ficus retusa nitida :: Banyan Fig,1800 Lombard St,Sidewalk: Curb side : Cutout,100,3X3,37.80054663,-122.4314048
13126,Ficus retusa nitida :: Banyan Fig,1701 Lombard St,Sidewalk: Curb side : Cutout,21,3X3,37.80054546,-122.42964
11129,Ficus nitida :: Laurel Fig,2140 Hyde St,Sidewalk: Curb side : Cutout,6,2X2,37.80052893,-122.4192272
11127,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2124 Hyde St,Sidewalk: Curb side : Cutout,50,3X3,37.80050779,-122.4192325
13149,Lophostemon confertus :: Brisbane Box,1840 Lombard St,Sidewalk: Curb side : Cutout,3,7x5,37.80049397,-122.4318662
4666,Liquidambar styraciflua :: American Sweet Gum,600X Columbus Ave,Median : Cutout,60,3,37.80047265,-122.4104326
11121,Metrosideros excelsa :: New Zealand Xmas Tree,2111 Hyde St,Sidewalk: Curb side : Cutout,24,3X3,37.80046073,-122.4193907
13137,Tristania conferta ::,1769 Lombard St,Sidewalk: Curb side : Cutout,12,3X3,37.80043112,-122.4305898
13167,Callistemon citrinus :: Lemon Bottlebrush,1906 Lombard St,Sidewalk: Curb side : Cutout,26,3X3,37.80035164,-122.4330091
9946,Ligustrum lucidum :: Glossy Privet,2145X Hyde St,Sidewalk: Curb side : Cutout,45,3X3,37.80031118,-122.4193574
13171,Ficus retusa nitida :: Banyan Fig,1940X Lombard St,Sidewalk: Curb side : Cutout,35,3X3,37.80029356,-122.4334215
124970,Acacia melanoxylon :: Blackwood Acacia,170 Richardson Ave,Sidewalk: Curb side : Cutout,28,Width 4ft,37.80025966,-122.446729
11118,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2100 Hyde St,Sidewalk: Curb side : Cutout,22,7x12,37.80023925,-122.4191662
4652,Ficus nitida :: Laurel Fig,599X Columbus Ave,Sidewalk: Curb side : Cutout,22,3x3,37.80023899,-122.4102277
13179,Tristania conferta ::,1976 Lombard St,Sidewalk: Curb side : Cutout,14,3X3,37.80020217,-122.4340917
23516,Acacia melanoxylon :: Blackwood Acacia,2656 Van Ness Ave,Sidewalk: Curb side : Cutout,30,5x5,37.80014457,-122.4241439
18680,Platanus x hispanica :: Sycamore: London Plane,150X Richardson Ave,Sidewalk: Curb side : Cutout,18,15X15TR,37.80011802,-122.4465241
4649,Lophostemon confertus :: Brisbane Box,565 Columbus Ave,Sidewalk: Curb side : Cutout,3,3X3,37.80009807,-122.4100507
18681,Acacia melanoxylon :: Blackwood Acacia,155 Richardson Ave,Sidewalk: Curb side : Cutout,23,3X3,37.80008411,-122.4470243
13169,Tristania conferta ::,1929 Lombard St,Sidewalk: Curb side : Cutout,12,3X3,37.80008237,-122.4332608
4650,Lophostemon confertus :: Brisbane Box,577 Columbus Ave,Sidewalk: Curb side : Cutout,3,3X3,37.80007541,-122.4100184
96723,Lophostemon confertus :: Brisbane Box,2061 Hyde St,Sidewalk: Curb side : Cutout,3,3x3,37.79998927,-122.4192922
11116,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2054 Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.7999861,-122.4191289
